Data from Daily Inventory of Electricity Consumption,,,,,,,,,,,,,,,
Date,Deep Well 1 (m³),Prime Water (m³),Deep Well 2 (m³),Deep Well 3 (m³),Deep Well 4 (m³),Total Water Consumption (m³),,,,,,,,,
"November 02, 2023",52.725,15.4442,12.0592,10.0955,17.5837,107.9076,,,,,,,,,
"November 03, 2023",35.915,15.5339,19.137,16.1706,4.8679,91.6244,,,,,,,,,
"November 04, 2023",36.1204,23.4396,10.6954,28.5226,11.1467,109.9247,,,,,,,,,
"November 05, 2023",59.678,10.9694,12.466,17.9068,0.7796,101.7998,,,,,,,,,
"November 06, 2023",45.8057,7.7619,13.1849,12.5473,13.3369,92.6367,,,,,,,,,
"November 07, 2023",38.8118,13.8656,13.2729,19.0058,6.4605,91.4166,,,,,,,,,
"November 08, 2023",50.6673,12.181,15.3553,16.7598,17.9584,112.9218,,,,,,,,,
"November 09, 2023",58.0998,12.4077,19.3169,31.0678,17.7624,138.6546,,,,,,,,,
"November 10, 2023",41.4746,10.8402,10.8883,17.8337,6.5058,87.5426,,,,,,,,,
"November 11, 2023",53.6867,6.0523,9.458,29.7233,18.0192,116.9395,,,,,,,,,
"November 12, 2023",37.5604,5.4468,10.3696,32.2968,19.9232,105.5968,,,,,,,,,
"November 13, 2023",36.5505,29.6931,18.6431,20.8454,16.5083,122.2404,,,,,,,,,
"November 14, 2023",50.9406,15.6943,15.7497,32.7486,16.8974,132.0306,,,,,,,,,
"November 15, 2023",51.2191,14.6082,11.4309,19.433,4.9802,101.6714,,,,,,,,,
"November 16, 2023",54.1229,21.9912,17.7914,34.102,11.534,139.5415,,,,,,,,,
"November 17, 2023",56.7827,10.4563,18.3364,12.2322,1.3451,99.1527,,,,,,,,,
"November 18, 2023",64.2756,28.749,18.1582,27.1755,1.8984,140.2567,,,,,,,,,
"November 19, 2023",50.489,24.6586,19.0271,22.3454,19.9779,136.498,,,,,,,,,
"November 20, 2023",44.6887,7.2353,11.0269,19.6912,6.5328,89.1749,,,,,,,,,
"November 21, 2023",58.8556,15.4395,17.0605,25.8178,14.9637,132.1371,,,,,,,,,
"November 22, 2023",43.125,26.978,13.5265,27.5964,16.1333,127.3592,,,,,,,,,
"November 23, 2023",48.1691,28.6183,18.104,10.1091,17.1605,122.161,,,,,,,,,
"November 24, 2023",37.3537,16.685,16.7419,14.1738,19.9526,104.907,,,,,,,,,
"November 25, 2023",35.7605,20.3353,17.3174,27.8262,4.8299,106.0693,,,,,,,,,
"November 26, 2023",63.8795,9.1758,15.8739,26.6596,0.807,116.3958,,,,,,,,,
"November 27, 2023",60.0794,29.7792,10.1291,34.1512,8.2238,142.3627,,,,,,,,,
"November 28, 2023",55.8792,10.7918,14.5403,29.0259,2.6016,112.8388,,,,,,,,,
"November 29, 2023",47.2686,28.5683,19.816,33.7693,0.4485,129.8707,,,,,,,,,
"November 30, 2023",40.1988,21.2412,19.2487,27.5635,7.2085,115.4607,,,,,,,,,
"December 01, 2023",39.6931,20.1934,8.5181,17.4513,15.6748,101.5307,,,,,,,,,
"December 02, 2023",42.5073,17.8172,9.9778,12.6341,11.3236,94.26,,,,,,,,,
"December 03, 2023",51.4768,10.7667,9.5807,29.5456,6.2556,107.6254,,,,,,,,,
"December 04, 2023",56.4379,9.4132,16.7118,26.1037,13.0868,121.7534,,,,,,,,,
"December 05, 2023",54.8059,10.5122,17.8134,11.2047,4.6404,98.9766,,,,,,,,,
"December 06, 2023",43.398,9.661,10.5621,19.0013,0.2876,82.91,,,,,,,,,
"December 07, 2023",63.646,24.4896,14.0702,33.92,15.2871,151.4129,,,,,,,,,
"December 08, 2023",57.1369,13.7531,18.0884,22.51,12.4749,123.9633,,,,,,,,,
"December 09, 2023",51.6306,6.4461,16.7936,20.8182,15.2461,110.9346,,,,,,,,,
"December 10, 2023",53.3516,29.2276,14.5068,21.4425,0.7788,119.3073,,,,,,,,,
"December 11, 2023",47.588,27.0946,15.0842,15.2221,16.7424,121.7313,,,,,,,,,
"December 12, 2023",42.4319,28.1938,14.1003,19.2177,12.3905,116.3342,,,,,,,,,
"December 13, 2023",45.6792,29.8727,11.5706,19.2453,11.2679,117.6357,,,,,,,,,
"December 14, 2023",57.7354,9.3474,14.7803,11.3089,12.4923,105.6643,,,,,,,,,
"December 15, 2023",35.4318,14.9061,16.2666,29.1892,17.2887,113.0824,,,,,,,,,
"December 16, 2023",38.4822,23.956,18.4799,20.4126,11.7387,113.0694,,,,,,,,,
"December 17, 2023",36.3801,22.4005,15.6355,30.5545,11.619,116.5896,,,,,,,,,
"December 18, 2023",36.2219,8.8474,17.1335,31.2587,19.8136,113.2751,,,,,,,,,
"December 19, 2023",60.6638,25.3958,9.9209,15.2999,15.1346,126.415,,,,,,,,,
"December 20, 2023",56.1097,10.611,13.5387,26.4338,8.8459,115.5391,,,,,,,,,
"December 21, 2023",49.2252,10.5954,8.112,21.807,14.1479,103.8875,,,,,,,,,
"December 22, 2023",37.935,18.4244,10.9601,32.0039,7.7846,107.108,,,,,,,,,
"December 23, 2023",49.7485,19.8235,16.7175,15.3935,4.5775,106.2605,,,,,,,,,
"December 24, 2023",49.2042,19.5022,19.9017,26.9453,11.937,127.4904,,,,,,,,,
"December 25, 2023",40.1961,7.2872,9.1901,25.1938,18.5636,100.4308,,,,,,,,,
"December 26, 2023",48.0155,26.9365,12.8179,17.3825,18.5828,123.7352,,,,,,,,,
"December 27, 2023",46.9551,11.64,17.6009,13.415,6.8381,96.4491,,,,,,,,,
"December 28, 2023",53.4755,8.2379,10.4484,26.291,10.5535,109.0063,,,,,,,,,
"December 29, 2023",54.0528,27.2187,14.661,28.4649,4.2327,128.6301,,,,,,,,,
"December 30, 2023",36.3591,28.8913,16.7969,17.8907,19.9126,119.8506,,,,,,,,,
"December 31, 2023",46.2384,26.5532,15.3918,26.1208,19.6224,133.9266,,,,,,,,,
"January 01, 2024",53.7758,25.2379,10.2563,19.8783,12.9902,122.1385,,,,,,,,,
"January 02, 2024",50.0941,21.381,12.2646,27.8302,16.0883,127.6582,,,,,,,,,
"January 03, 2024",60.6947,18.7714,17.4055,14.9804,14.302,126.154,,,,,,,,,
"January 04, 2024",54.7608,7.1747,14.6507,32.2554,11.8632,120.7048,,,,,,,,,
"January 05, 2024",39.888,15.2113,8.0628,17.1852,1.067,81.4143,,,,,,,,,
"January 06, 2024",37.1171,14.3172,17.1319,19.1946,9.0953,96.8561,,,,,,,,,
"January 07, 2024",54.2726,11.4938,8.4237,11.4523,13.4957,99.1381,,,,,,,,,
"January 08, 2024",35.7953,23.0855,16.9488,12.7878,13.5506,102.168,,,,,,,,,
"January 09, 2024",52.5733,17.3969,10.4298,22.8965,7.4625,110.759,,,,,,,,,
"January 10, 2024",63.2069,7.0262,19.4969,16.6898,18.8338,125.2536,,,,,,,,,
"January 11, 2024",52.2642,10.5046,12.4153,30.887,3.3471,109.4182,,,,,,,,,
"January 12, 2024",46.6451,22.0815,11.9232,10.3673,10.0072,101.0243,,,,,,,,,
"January 13, 2024",54.2986,6.9033,9.7867,19.4774,13.8177,104.2837,,,,,,,,,
"January 14, 2024",48.7476,26.2802,11.6673,18.4336,13.9427,119.0714,,,,,,,,,
"January 15, 2024",51.3685,17.3787,18.5198,10.4832,12.9728,110.723,,,,,,,,,
"January 16, 2024",63.2439,17.0147,19.956,13.1092,5.5058,118.8296,,,,,,,,,
"January 17, 2024",46.5831,19.8102,12.4197,20.3411,3.1241,102.2782,,,,,,,,,
"January 18, 2024",63.8357,25.617,13.3833,22.3216,12.7188,137.8764,,,,,,,,,
"January 19, 2024",62.1605,13.6952,16.6649,20.1072,11.986,124.6138,,,,,,,,,
"January 20, 2024",40.8737,21.9504,18.6343,23.2734,3.5871,108.3189,,,,,,,,,
"January 21, 2024",37.0808,19.1433,15.1165,24.8783,14.1028,110.3217,,,,,,,,,
"January 22, 2024",38.0233,11.6757,12.6983,10.2481,9.1034,81.7488,,,,,,,,,
"January 23, 2024",35.5467,26.9657,12.9515,21.6024,13.3552,110.4215,,,,,,,,,
"January 24, 2024",37.8333,24.9357,16.3474,34.0875,16.7473,129.9512,,,,,,,,,
"January 25, 2024",55.4902,21.4613,8.0386,22.9758,3.3946,111.3605,,,,,,,,,
"January 26, 2024",37.1357,26.2645,15.4351,26.9386,0.3829,106.1568,,,,,,,,,
"January 27, 2024",44.5693,26.6824,12.2659,17.7966,15.5821,116.8963,,,,,,,,,
"January 28, 2024",60.3463,22.7091,17.5304,29.3498,12.1939,142.1295,,,,,,,,,
"January 29, 2024",35.6982,25.9253,9.1159,29.323,13.9928,114.0552,,,,,,,,,
"January 30, 2024",59.4341,22.4368,15.0584,23.0324,16.7631,136.7248,,,,,,,,,
"January 31, 2024",43.4556,22.0035,13.7717,34.4003,16.0562,129.6873,,,,,,,,,
"February 01, 2024",38.5449,20.4653,15.7079,13.1388,19.2184,107.0753,,,,,,,,,
"February 02, 2024",55.9021,23.8179,8.7782,10.4237,10.7187,109.6406,,,,,,,,,
"February 03, 2024",53.8683,8.9651,14.9598,29.254,9.7699,116.8171,,,,,,,,,
"February 04, 2024",61.3242,27.0218,14.7378,30.1789,8.0377,141.3004,,,,,,,,,
"February 05, 2024",57.0521,26.7961,14.7279,13.0052,3.0738,114.6551,,,,,,,,,
"February 06, 2024",59.1044,5.7312,15.2419,16.6396,11.4521,108.1692,,,,,,,,,
"February 07, 2024",43.461,25.6454,16.1176,10.4388,5.5403,101.2031,,,,,,,,,
"February 08, 2024",40.3232,8.2217,17.6599,17.3327,18.4262,101.9637,,,,,,,,,
"February 09, 2024",57.5184,13.378,11.2378,29.3285,11.6638,123.1265,,,,,,,,,
"February 10, 2024",59.205,23.5877,17.9006,22.949,11.8568,135.4991,,,,,,,,,
"February 11, 2024",64.7152,9.019,13.9791,18.7024,7.0985,113.5142,,,,,,,,,
"February 12, 2024",47.3785,25.4492,8.9247,19.2935,1.0398,102.0857,,,,,,,,,
"February 13, 2024",46.1605,25.8034,8.7026,10.0338,0.6349,91.3352,,,,,,,,,
"February 14, 2024",58.2924,17.6867,12.0109,17.495,8.4667,113.9517,,,,,,,,,
"February 15, 2024",45.2241,5.1596,17.4188,26.1615,1.6913,95.6553,,,,,,,,,
"February 16, 2024",62.9227,12.176,16.4922,34.3549,12.1369,138.0827,,,,,,,,,
"February 17, 2024",60.7524,20.4232,17.4634,31.1765,17.6195,147.435,,,,,,,,,
"February 18, 2024",47.8698,29.5297,14.2072,10.5899,17.6583,119.8549,,,,,,,,,
"February 19, 2024",57.5261,20.7953,13.2824,32.464,13.1809,137.2487,,,,,,,,,
"February 20, 2024",57.6363,11.4951,9.7694,29.58,4.2246,112.7054,,,,,,,,,
"February 21, 2024",38.0937,20.8501,11.9383,29.5094,17.2599,117.6514,,,,,,,,,
"February 22, 2024",62.0766,18.4996,13.2082,21.4499,17.7219,132.9562,,,,,,,,,
"February 23, 2024",50.1576,24.4961,9.0632,19.9501,3.9331,107.6001,,,,,,,,,
"February 24, 2024",59.7937,7.6745,10.6473,17.5729,14.7485,110.4369,,,,,,,,,
"February 25, 2024",44.6015,24.0257,15.1787,11.6424,5.7304,101.1787,,,,,,,,,
"February 26, 2024",61.8657,18.5317,16.828,15.7059,16.0528,128.9841,,,,,,,,,
"February 27, 2024",46.6761,29.0748,19.9802,16.1651,19.9448,131.841,,,,,,,,,
"February 28, 2024",35.3251,13.5468,19.1974,22.1019,0.6005,90.7717,,,,,,,,,
"February 29, 2024",62.1615,20.8155,15.7108,28.6861,17.9473,145.3212,,,,,,,,,
"March 01, 2024",37.7386,28.3007,13.055,21.8452,12.4526,113.3921,,,,,,,,,
"March 02, 2024",44.5794,7.5627,15.6341,11.4461,19.4677,98.69,,,,,,,,,
"March 03, 2024",63.5019,28.4307,17.4278,33.9447,9.3002,152.6053,,,,,,,,,
"March 04, 2024",63.5182,22.1971,9.42,33.5681,16.9478,145.6512,,,,,,,,,
"March 05, 2024",52.2031,6.6959,12.9189,29.6297,1.2479,102.6955,,,,,,,,,
"March 06, 2024",53.9551,12.5241,18.0776,34.7832,6.7056,126.0456,,,,,,,,,
"March 07, 2024",48.4534,22.7043,12.606,23.6121,1.3403,108.7161,,,,,,,,,
"March 08, 2024",43.7963,6.6838,14.8625,34.0692,19.5069,118.9187,,,,,,,,,
"March 09, 2024",44.8599,19.5543,15.0532,11.8901,16.3395,107.697,,,,,,,,,
"March 10, 2024",55.1756,13.6471,10.2137,19.142,17.0509,115.2293,,,,,,,,,
"March 11, 2024",57.5712,20.5229,12.3468,15.6345,18.7593,124.8347,,,,,,,,,
"March 12, 2024",58.7474,6.1436,12.0141,14.8958,1.7021,93.503,,,,,,,,,
"March 13, 2024",58.6885,26.7884,8.3144,13.5201,7.712,115.0234,,,,,,,,,
"March 14, 2024",37.7362,29.3372,8.2903,25.5603,1.4207,102.3447,,,,,,,,,
"March 15, 2024",49.8326,29.2219,17.9804,29.533,4.2159,130.7838,,,,,,,,,
"March 16, 2024",36.7268,23.7413,11.2768,24.4575,4.5873,100.7897,,,,,,,,,
"March 17, 2024",51.4859,8.2522,14.2169,13.6741,9.3821,97.0112,,,,,,,,,
"March 18, 2024",48.2459,23.9566,11.5847,30.2781,5.3712,119.4365,,,,,,,,,
"March 19, 2024",61.6311,5.6147,19.2882,25.8989,2.0196,114.4525,,,,,,,,,
"March 20, 2024",45.5275,5.5531,11.1116,19.7041,3.3498,85.2461,,,,,,,,,
"March 21, 2024",38.512,13.0903,13.1559,26.8533,2.9455,94.557,,,,,,,,,
"March 22, 2024",39.2898,17.2161,18.4728,16.4976,19.4615,110.9378,,,,,,,,,
"March 23, 2024",57.8453,24.2602,18.1032,18.6298,15.1859,134.0244,,,,,,,,,
"March 24, 2024",53.5465,22.0824,10.2332,32.9371,19.3552,138.1544,,,,,,,,,
"March 25, 2024",38.0337,16.1476,17.6317,17.2626,8.7948,97.8704,,,,,,,,,
"March 26, 2024",37.5232,11.8407,13.4982,21.7497,5.5674,90.1792,,,,,,,,,
"March 27, 2024",56.0291,29.9281,13.7956,32.2535,15.9659,147.9722,,,,,,,,,
"March 28, 2024",37.1829,15.6545,9.6018,27.693,6.5251,96.6573,,,,,,,,,
"March 29, 2024",59.6558,16.2847,8.9672,11.5551,5.9877,102.4505,,,,,,,,,
"March 30, 2024",56.1873,9.0906,16.7353,13.6826,4.6501,100.3459,,,,,,,,,
"March 31, 2024",37.4405,24.8702,13.9575,10.196,2.5936,89.0578,,,,,,,,,
"April 01, 2024",37.5451,22.3421,13.2422,25.773,5.1293,104.0317,,,,,,,,,
"April 02, 2024",64.5992,10.5192,16.7541,21.1918,7.1064,120.1707,,,,,,,,,
"April 03, 2024",46.2281,7.0595,17.1862,13.3569,13.4799,97.3106,,,,,,,,,
"April 04, 2024",46.1193,22.0125,9.9069,33.9484,1.2513,113.2384,,,,,,,,,
"April 05, 2024",59.384,21.3628,15.3227,23.2415,4.2101,123.5211,,,,,,,,,
"April 06, 2024",63.4175,11.8315,9.6242,16.0473,16.1805,117.101,,,,,,,,,
"April 07, 2024",64.58,28.7716,17.0165,22.5151,2.9384,135.8216,,,,,,,,,
"April 08, 2024",57.6013,8.7764,15.8835,26.9905,6.8529,116.1046,,,,,,,,,
"April 09, 2024",46.2878,15.8084,19.4794,11.906,17.2932,110.7748,,,,,,,,,
"April 10, 2024",37.505,28.5904,8.8275,16.8676,3.0985,94.889,,,,,,,,,
"April 11, 2024",58.3144,15.4932,8.6847,30.1741,1.6547,114.3211,,,,,,,,,
"April 12, 2024",51.7521,20.9631,11.3862,21.4916,9.6908,115.2838,,,,,,,,,
"April 13, 2024",47.7267,14.9399,11.1405,23.6644,6.0484,103.5199,,,,,,,,,
"April 14, 2024",62.1906,11.8554,10.9637,20.8204,11.2682,117.0983,,,,,,,,,
"April 15, 2024",38.3359,29.5994,18.8751,11.0975,16.0761,113.984,,,,,,,,,
"April 16, 2024",49.7788,15.2334,10.9946,14.1437,2.743,92.8935,,,,,,,,,
"April 17, 2024",35.3406,27.3525,11.2634,21.1385,11.614,106.709,,,,,,,,,
"April 18, 2024",49.0598,10.7489,17.1128,15.2296,10.1102,102.2613,,,,,,,,,
"April 19, 2024",36.6891,10.3276,13.3969,11.2495,2.8816,74.5447,,,,,,,,,
"April 20, 2024",38.5645,5.7784,17.3205,31.0912,12.48,105.2346,,,,,,,,,
"April 21, 2024",38.5258,21.2917,8.7844,34.5298,5.4728,108.6045,,,,,,,,,
"April 22, 2024",54.4763,14.2132,13.8509,29.8286,9.7567,122.1257,,,,,,,,,
"April 23, 2024",57.3813,26.609,8.4034,31.3446,1.6454,125.3837,,,,,,,,,
"April 24, 2024",52.5011,16.8302,8.7518,16.0494,9.1917,103.3242,,,,,,,,,
"April 25, 2024",63.8652,29.2048,18.8772,34.0157,6.1293,152.0922,,,,,,,,,
"April 26, 2024",46.2461,9.6381,9.6709,14.9231,16.4476,96.9258,,,,,,,,,
"April 27, 2024",43.5714,26.7156,14.389,33.7857,1.1396,119.6013,,,,,,,,,
"April 28, 2024",61.058,24.4149,12.9331,34.8705,8.3721,141.6486,,,,,,,,,
"April 29, 2024",41.7079,24.273,12.1681,27.7931,9.1686,115.1107,,,,,,,,,
"April 30, 2024",63.8967,26.1196,18.798,34.5286,14.5001,157.843,,,,,,,,,
"May 01, 2024",35.3646,24.0256,8.2619,24.2385,11.4858,103.3764,,,,,,,,,
"May 02, 2024",64.0964,20.6555,15.9655,16.4885,13.3442,130.5501,,,,,,,,,
"May 03, 2024",36.2948,8.2811,19.5607,20.9249,15.541,100.6025,,,,,,,,,
"May 04, 2024",61.7343,5.8132,14.722,24.839,17.2441,124.3526,,,,,,,,,
"May 05, 2024",50.831,28.0212,19.2419,11.827,6.2775,116.1986,,,,,,,,,
"May 06, 2024",64.7889,20.4163,8.6271,25.5586,10.7605,130.1514,,,,,,,,,
"May 07, 2024",37.2139,24.9134,13.0255,34.5294,16.8022,126.4844,,,,,,,,,
"May 08, 2024",51.6156,17.0381,11.1219,14.7527,19.789,114.3173,,,,,,,,,
"May 09, 2024",64.0791,7.9327,16.7699,29.8149,17.7904,136.387,,,,,,,,,
"May 10, 2024",50.6929,8.1296,19.7756,32.6975,7.4293,118.7249,,,,,,,,,
"May 11, 2024",53.882,22.1391,11.0784,33.5925,3.9033,124.5953,,,,,,,,,
"May 12, 2024",55.8725,15.7576,15.8501,34.0034,9.7879,131.2715,,,,,,,,,
"May 13, 2024",48.6362,10.0131,10.3772,23.0365,14.8328,106.8958,,,,,,,,,
"May 14, 2024",53.8267,17.2899,14.784,34.4327,9.8514,130.1847,,,,,,,,,
"May 15, 2024",52.5294,6.6052,13.5672,28.9328,9.6636,111.2982,,,,,,,,,
"May 16, 2024",62.0347,19.5493,19.6641,14.0418,16.7646,132.0545,,,,,,,,,
"May 17, 2024",36.3634,11.7248,15.3023,21.9225,7.2281,92.5411,,,,,,,,,
"May 18, 2024",43.4289,24.939,12.1941,27.9583,17.1959,125.7162,,,,,,,,,
"May 19, 2024",63.5123,12.759,9.3691,16.1835,8.1361,109.96,,,,,,,,,
"May 20, 2024",61.7079,16.3805,9.815,26.0154,6.5647,120.4835,,,,,,,,,
"May 21, 2024",48.6697,5.2905,10.7038,26.665,9.0798,100.4088,,,,,,,,,
"May 22, 2024",53.604,6.8112,11.0116,14.0675,15.2489,100.7432,,,,,,,,,
"May 23, 2024",43.3214,14.8123,18.2074,24.1271,2.52,102.9882,,,,,,,,,
"May 24, 2024",40.6436,16.9985,14.7347,29.2907,3.9284,105.5959,,,,,,,,,
"May 25, 2024",48.911,20.0005,14.2807,22.4724,19.0289,124.6935,,,,,,,,,
"May 26, 2024",45.6006,12.2916,9.3772,10.3026,3.5098,81.0818,,,,,,,,,
"May 27, 2024",52.5097,22.3745,18.3217,10.226,11.3545,114.7864,,,,,,,,,
"May 28, 2024",37.332,26.5031,16.6738,18.9257,11.5863,111.0209,,,,,,,,,
"May 29, 2024",64.2318,24.4963,8.812,33.1549,9.7925,140.4875,,,,,,,,,
"May 30, 2024",64.5863,5.9905,16.494,15.7169,12.8949,115.6826,,,,,,,,,
"May 31, 2024",55.9449,17.0127,14.5225,25.8591,4.5965,117.9357,,,,,,,,,
"June 01, 2024",51.0829,7.6233,8.9807,15.5519,11.0532,94.292,,,,,,,,,
"June 02, 2024",44.2858,11.0511,13.4996,18.0417,7.4435,94.3217,,,,,,,,,
"June 03, 2024",59.4139,29.6666,13.8164,31.2011,13.2333,147.3313,,,,,,,,,
"June 04, 2024",55.5419,8.5624,9.9893,28.2215,2.8245,105.1396,,,,,,,,,
"June 05, 2024",39.8785,17.4722,19.3484,12.385,11.4175,100.5016,,,,,,,,,
"June 06, 2024",62.3278,20.4539,18.1997,20.7176,3.7054,125.4044,,,,,,,,,
"June 07, 2024",59.6761,22.5616,16.0283,10.7292,5.5729,114.5681,,,,,,,,,
"June 08, 2024",63.494,18.9912,13.5475,22.0223,4.3742,122.4292,,,,,,,,,
"June 09, 2024",56.7716,5.2443,12.9412,26.5609,3.6568,105.1748,,,,,,,,,
"June 10, 2024",53.4025,13.1615,15.8117,12.9626,16.5142,111.8525,,,,,,,,,
"June 11, 2024",47.5473,17.9428,14.5452,17.2221,5.7142,102.9716,,,,,,,,,
"June 12, 2024",62.9819,7.1967,8.7473,19.9459,18.5425,117.4143,,,,,,,,,
"June 13, 2024",60.9819,13.7657,14.15,32.9883,19.3985,141.2844,,,,,,,,,
"June 14, 2024",36.3566,5.8301,17.6768,34.8314,11.4252,106.1201,,,,,,,,,
"June 15, 2024",35.791,6.9645,13.5109,11.1228,2.86,70.2492,,,,,,,,,
"June 16, 2024",46.2939,14.9231,8.6235,29.0252,7.491,106.3567,,,,,,,,,
"June 17, 2024",59.3166,8.3179,17.4353,19.2931,15.9546,120.3175,,,,,,,,,
"June 18, 2024",64.6183,19.1885,10.4164,19.8115,7.3478,121.3825,,,,,,,,,
"June 19, 2024",39.5125,22.2366,11.1035,28.8566,1.7403,103.4495,,,,,,,,,
"June 20, 2024",52.8239,25.0147,9.9765,32.9607,11.1357,131.9115,,,,,,,,,
"June 21, 2024",46.4267,10.0038,11.9626,33.7732,16.9024,119.0687,,,,,,,,,
"June 22, 2024",64.0974,9.1871,17.081,24.4281,15.9185,130.7121,,,,,,,,,
"June 23, 2024",60.2636,7.6142,14.2326,18.928,3.5025,104.5409,,,,,,,,,
"June 24, 2024",60.1499,20.9108,10.4586,29.6887,13.4553,134.6633,,,,,,,,,
"June 25, 2024",49.0608,22.6619,18.534,16.275,4.4101,110.9418,,,,,,,,,
"June 26, 2024",47.4446,5.7897,18.555,24.1019,4.3642,100.2554,,,,,,,,,
"June 27, 2024",43.2022,28.4053,18.4469,18.9645,17.4814,126.5003,,,,,,,,,
"June 28, 2024",36.6913,6.2993,10.8656,26.4158,4.9934,85.2654,,,,,,,,,
"June 29, 2024",60.9417,18.5324,13.4149,16.01,5.2649,114.1639,,,,,,,,,
"June 30, 2024",59.387,22.7265,19.8199,14.7898,0.0131,116.7363,,,,,,,,,
"July 01, 2024",64.9915,26.7742,17.2641,32.956,17.4134,159.3992,,,,,,,,,
"July 02, 2024",64.8991,22.8522,8.326,12.5451,15.8519,124.4743,,,,,,,,,
"July 03, 2024",51.663,25.0432,8.7825,22.6489,12.5466,120.6842,,,,,,,,,
"July 04, 2024",58.0696,13.4863,13.5672,15.5213,15.0053,115.6497,,,,,,,,,
"July 05, 2024",63.343,25.3706,18.9106,10.9732,3.041,121.6384,,,,,,,,,
"July 06, 2024",60.4894,7.0029,14.4644,10.9005,9.1665,102.0237,,,,,,,,,
"July 07, 2024",42.4204,27.3704,13.9738,14.3805,7.0244,105.1695,,,,,,,,,
"July 08, 2024",48.5163,18.6898,9.2657,31.6693,1.8755,110.0166,,,,,,,,,
"July 09, 2024",38.8748,25.4324,15.8814,17.062,9.7226,106.9732,,,,,,,,,
"July 10, 2024",63.6215,16.308,17.8652,33.7615,18.4148,149.971,,,,,,,,,
"July 11, 2024",53.1852,21.0894,12.565,24.5406,0.8012,112.1814,,,,,,,,,
"July 12, 2024",41.8593,18.1601,17.3073,20.9154,5.8292,104.0713,,,,,,,,,
"July 13, 2024",55.151,23.2897,19.5737,24.5022,4.1508,126.6674,,,,,,,,,
"July 14, 2024",53.5438,7.0407,10.4452,22.9175,4.7629,98.7101,,,,,,,,,
"July 15, 2024",45.7449,6.5088,14.28,28.9694,18.1687,113.6718,,,,,,,,,
"July 16, 2024",38.4067,11.1776,11.4457,17.0624,9.3614,87.4538,,,,,,,,,
"July 17, 2024",55.1472,8.9886,17.5143,18.8263,9.326,109.8024,,,,,,,,,
"July 18, 2024",50.6092,26.7946,14.9311,32.3524,15.2115,139.8988,,,,,,,,,
"July 19, 2024",58.1696,10.4803,15.615,33.6614,3.0898,121.0161,,,,,,,,,
"July 20, 2024",50.6049,29.3966,17.575,32.314,9.7453,139.6358,,,,,,,,,
"July 21, 2024",60.5654,13.4224,12.7516,20.4862,8.5997,115.8253,,,,,,,,,
"July 22, 2024",51.5572,9.5529,18.9811,29.5091,11.9382,121.5385,,,,,,,,,
"July 23, 2024",51.8281,24.7425,14.3963,21.9084,19.9912,132.8665,,,,,,,,,
"July 24, 2024",61.2996,21.4677,9.8955,22.4385,15.389,130.4903,,,,,,,,,
"July 25, 2024",47.1045,17.4549,16.3508,15.117,7.9573,103.9845,,,,,,,,,
"July 26, 2024",39.0205,18.8841,17.5191,24.7783,16.5511,116.7531,,,,,,,,,
"July 27, 2024",35.8635,22.98,11.8011,14.6534,3.4142,88.7122,,,,,,,,,
"July 28, 2024",57.6541,10.7114,18.2862,18.2891,0.6093,105.5501,,,,,,,,,
"July 29, 2024",53.6093,29.9083,18.8737,31.3758,4.089,137.8561,,,,,,,,,
"July 30, 2024",56.1224,29.3698,11.3229,15.1769,6.8082,118.8002,,,,,,,,,
"July 31, 2024",41.3889,21.2581,19.8023,11.779,10.2116,104.4399,,,,,,,,,
"August 01, 2024",39.0911,9.9886,9.6885,11.7252,12.3026,82.796,,,,,,,,,
"August 02, 2024",35.4363,22.0057,10.4242,33.5196,18.2121,119.5979,,,,,,,,,
"August 03, 2024",45.5176,6.805,10.2107,22.673,10.1971,95.4034,,,,,,,,,
"August 04, 2024",52.6975,5.7663,18.7279,20.2353,10.0255,107.4525,,,,,,,,,
"August 05, 2024",46.7673,11.4421,15.8515,30.272,1.0049,105.3378,,,,,,,,,
"August 06, 2024",48.1242,16.5656,9.8253,30.8956,0.6982,106.1089,,,,,,,,,
"August 07, 2024",62.1248,26.7068,13.2839,18.3048,11.0232,131.4435,,,,,,,,,
"August 08, 2024",45.4477,23.1792,15.3836,27.3405,8.7636,120.1146,,,,,,,,,
"August 09, 2024",50.4197,23.5677,9.0016,29.2781,16.7836,129.0507,,,,,,,,,
"August 10, 2024",58.5096,15.6373,18.589,26.3663,3.2136,122.3158,,,,,,,,,
"August 11, 2024",46.8963,13.6484,17.6432,13.7899,0.4994,92.4772,,,,,,,,,
"August 12, 2024",53.6626,14.276,14.0625,31.8971,8.9808,122.879,,,,,,,,,
"August 13, 2024",60.8709,29.6912,19.6055,23.4774,4.7496,138.3946,,,,,,,,,
"August 14, 2024",63.4856,6.0027,13.0131,17.0618,0.9923,100.5555,,,,,,,,,
"August 15, 2024",39.4122,26.6758,19.8093,20.6307,14.492,121.02,,,,,,,,,
"August 16, 2024",62.7976,19.4669,16.015,10.9393,2.2319,111.4507,,,,,,,,,
"August 17, 2024",49.7635,15.9654,15.6161,13.1967,12.1664,106.7081,,,,,,,,,
"August 18, 2024",42.7473,23.1314,9.9915,29.1387,5.621,110.6299,,,,,,,,,
"August 19, 2024",48.7741,17.1667,18.5831,10.0003,3.4699,97.9941,,,,,,,,,
